Ticker,Bloomberg,MySQL,Name,Sector,Industry_Group,Industry,Sub_Industry,Description
CMTG,CMTG UN,CMTG_UN,"Claros Mortgage Trust, Inc.",Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs,"Claros Mortgage Trust, Inc. operates as a real estate investment trust. The Company focuses primarily on originating senior and subordinate loans on transitional commercial real estate assets located in major markets across the United States."
CMTL,CMTL UW,CMTL_UW,Comtech Telecommunications Corp,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"Comtech Telecommunications Corp. designs, develops, and manufactures technology electronic products and systems. The Company's communications products are used worldwide for voice, data, facsimile, and video transmissions at microwave frequencies in satellite, over-the-horizon microwave, terrestrial line-of-sight, and wireless telecommunications."
CNDT,CNDT UW,CNDT_UW,Conduent Inc,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S,"Conduent Inc operates as a business process services company. The Company specializes in transaction-intensive processing, analytics, and automation. Conduent serves the commercial industries, healthcare, and public sectors."
CNK,CNK UN,CNK_UN,Cinemark Holdings Inc,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,"Cinemark Holdings, Inc. operates as a movie theater. The Company offers movies, food, drinks, gift cards, and private events. Cinemark Holdings serves clients in the United States."
CNMD,CNMD UN,CNMD_UN,CONMED Corporation,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"CONMED Corporation provides orthopedic products. The Company specializes in arthroscopy and powered surgical instruments, electrosurgery systems, and ECG electrodes for heart monitoring. CONMED serves customers worldwide."
CNNE,CNNE UN,CNNE_UN,"Cannae Holdings, Inc.",Financials,Financial Services,Financial Services,Multi-Sector Holdings,"Cannae Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, manages and operates a group of companies and investments. Cannae Holdings serves investors in the State of Nevada."
CNO,CNO UN,CNO_UN,CNO Financial Group Inc,Financials,Insurance,Insurance,Life & Health Insurance,"CNO Financial Group, Inc. provides insurance products and services to American families and seniors. The Company offers supplemental health, individual life insurance, and annuities. CNO serves middle-income people and senior citizens."
CNOB,CNOB UW,CNOB_UW,Connectone Bancorp Inc,Financials,Banks,Banks,Regional Banks,"ConnectOne Bancorp, Inc. is a community-based, full-service commercial bank holding company. The Company concentrates on asset generation efforts in real estate, construction, business loans, and deposit accounts."
CNS,CNS UN,CNS_UN,Cohen & Steers Inc,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"Cohen & Steers, Inc. operates as a global investment manager. The Company manages portfolios focused on real assets, including real estate, infrastructure and commodities, along with preferred securities and other income solutions. Cohen & Steers serves individual and institutional investors around the world through a broad range of investment vehicles."
CNSL,CNSL UW,CNSL_UW,Consolidated Communications Holdings,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,"Consolidated Communications Holdings, Inc. offers telecommunications services. The Company offers local and long distance telephone, high-speed internet access, and digital television services to individuals and businesses in the States of Illinois, Pennsylvania, and Texas."
CNTY,CNTY UR,CNTY_UR,Century Casinos Inc,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,"Century Casinos, Inc. operates as an entertainment company. The Company owns casinos, hotels, resorts, and luxury cruise vessels. Century Casinos serves customers worldwide."
CNX,CNX UN,CNX_UN,CNX Resources Corporation,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"CNX Resources Corporation operates as a natural gas exploration and production company. The Company owns gas reserves that develop and produce natural gas, including methane and shale beds. CNX Resources serves natural gas industry in the United States."
CNXN,CNXN UW,CNXN_UW,"PC Connection, Inc.",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors,"PC Connection, Inc. is a direct marketer of personal computers and related peripherals, software, accessories, and networking products. The Company sells to small and medium-sized businesses. PC Connection carries high turnover products in inventory, and in addition provides customer service and technical support."
COCO,COCO UW,COCO_UW,"Vita Coco Company, Inc.",Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be,"The Vita Coco Company, Inc. operates as a healthy beverage producing company. The Company offers coconut water, oil, and milk, as well as energy drinks and a flavored protein-infused and packaged water. Vita Coco serves customers globally."
CODI,CODI UN,CODI_UN,Compass Diversified Holdings,Financials,Financial Services,Financial Services,Multi-Sector Holdings,Compass Diversified Holdings is an investment holding company. The Company acquires controlling interests in profitable small to middle market businesses in niche industries as well as works with management to pursue growth opportunities and provide strategic support.
COGT,COGT UW,COGT_UW,"Cogent Biosciences, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Cogent Biosciences, Inc. operates as a biotechnology company. The Company focuses on development and commercialization of solutions to treat cancers, autoimmune conditions, and rare diseases. Cogent Biosciences serves patients worldwide."
COHU,COHU UW,COHU_UW,Cohu Inc,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi,"Cohu, Inc. designs, manufactures, and sells semiconductor test handling equipment to semiconductor manufacturers throughout the world. The Company also manufactures closed circuit television, metal detection, and microwave equipment."
COKE,COKE UW,COKE_UW,Coca Cola Bottling,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Be,"Coca-Cola Consolidated, Inc. manufactures and supplies non-alcoholic beverages. The Company produces, markets, and distributes energy and sports drinks, bottled water, tea, ready-to-drink coffee, and juices. Coca-Cola Consolidated serves customers in the United States."
COLL,COLL UW,COLL_UW,Collegium Pharmaceutical Inc,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Collegium Pharmaceutical, Inc. offers pharmaceutical products. The Company develops and commercializes prescription and over-the-counter pharmaceuticals for the treatment of central nervous system, respiratory, and skin related disorders."
COMM,COMM UW,COMM_UW,Commscope Holding Inc,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"CommScope Holding Company, Inc. operates as a holding company. The Company, through its subsidiaries, provides end-to-end solutions connecting technology and wireless and wired networks. CommScope Holding serves customers worldwide."
COMP,COMP UN,COMP_UN,Compass Inc,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services,"Compass, Inc. operates as a real estate technology company. The Company provides an online platform that supports buying, renting, and selling real estate asset workflow. Compass serves customers worldwide."
CONN,CONN UW,CONN_UW,Conns Inc,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail,"Conn's, Inc. operates as a specialty retailer of consumer goods and related services. The Company offers various products including furniture, specialty mattresses, home appliances, consumer electronics, and home office products through both brick-and-mortar and online retail stores. Conn's owns and manages stores throughout the United States."
COOK,COOK UN,COOK_UN,"Traeger, Inc.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances,"Traeger, Inc. manufactures outdoor cooking systems. The Company offers hardwood systems to grill, smoke, bake, roast, braise, and barbeque. Traeger serves customers in the United States."
COOP,COOP UR,COOP_UR,Mr Cooper Group Inc,Financials,Financial Services,Financial Services,Commercial & Residential Mortg,Mr. Cooper Group Inc. provides financial services. The Company offers home loan services for single-family residences. Mr. Cooper Group serves clients in the United States.
CORT,CORT UR,CORT_UR,Corcept Therapeutics Inc,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Corcept Therapeutics Inc. is a pharmaceutical company that discovers and develops drugs for the treatment of severe metabolic and psychiatric disorders. The Company's lead product modulates the effect of cortisol, also known as the ""stress hormone"", by selectively blocking the binding of cortisol to one of its two known receptors, the GR-II receptor."
COUR,COUR UN,COUR_UN,"Coursera, Inc.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,"Coursera, Inc. operates as an online educational company. The Company partners with universities and organizations to offer classes on their platform. Coursera serves clients worldwide."
CPE,CPE UN,CPE_UN,Callon Petroleum,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"Callon Petroleum Company is an independent energy company. The Company focused on the acquisition, development, exploration, and operation of oil and gas properties. Callon Petroleum serves customers in the United States."
CPF,CPF UN,CPF_UN,Central Pacific Financial Corp,Financials,Banks,Banks,Regional Banks,"Central Pacific Financial Corp, through its Central Pacific Bank subsidiary, provides a variety of banking services and products, including personal and business deposit instruments, commercial and consumer loans, credit and debit cards, merchant, traveler's checks, safe deposit boxes, and trust services. Central Pacific Financial operates in Hawaii."
CPK,CPK UN,CPK_UN,Chesapeake Utilities Corp,Utilities,Utilities,Gas Utilities,Gas Utilities,"Chesapeake Utilities Corporation is a utility company that provides natural gas transmission and distribution, propane distribution, and information technology services. The Company distributes natural gas to residential, commercial, and industrial customers in Delaware, Maryland, and Florida. Chesapeake Utilities' propane is distributed to customers in Delaware, Maryland, and Virginia."
CPRX,CPRX UR,CPRX_UR,Catalyst Pharmaceuticals Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Catalyst Pharmaceuticals, Inc. operates as a biopharmaceutical company. The Company focuses on the development and commercialization of therapies for people with debilitating diseases. Catalyst Pharmaceuticals serves customers in the United States."
CPSI,CPSI UW,CPSI_UW,Computer Programs And Systems Inc,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,"Computer Programs and Systems, Inc. provides healthcare IT solutions and services. The Company designs, develops, markets, installs, and supports computerized information technology systems to hospitals, as well as offers software and hardware products. Computer Programs and Systems serves clients in the United States."
CPSS,CPSS UQ,CPSS_UQ,Consumer Portfolio Services Inc,Financials,Financial Services,Consumer Finance,Consumer Finance,"Consumer Portfolio Services, Inc. operates as a specialty finance company. The Company provides automobile financing to individuals. The Company purchases and services retail automobile contracts by franchised automobile dealers in the sale of new and used automobiles, light trucks, and passenger vans. Consumer Portfolio Services serves customers in the United States."
CPTN,CPTN UR,CPTN_UR,"Cepton, Inc.",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"Cepton, Inc. provides auto electronic solutions. The Company offers state-of-the-art, intelligent, lidar-based solutions for markets such as automotive (ADAS/AV), smart cities, spaces, and smart industrial applications. Cepton serves customers worldwide."
CRAI,CRAI UW,CRAI_UW,Cra International Inc,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,"CRA International, Inc. operates as an economic and business consulting firm that serves a broad range of clients. The Company provides legal, regulatory,  and business consulting to clients such as law firms, corporations, government agencies, utilities, and national and international trade associations."
CRBU,CRBU UW,CRBU_UW,"Caribou Biosciences, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Caribou Biosciences, Inc. provides medical therapies and bio-based products. The Company offers therapeutic bioproduction, microbial strains, and agricultural biotechnology products. Caribou Biosciences markets its products worldwide."
CRC,CRC UN,CRC_UN,California Resources Corporation,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"California Resources Corporation is an independent oil and natural gas company. The Company focuses on maximizing the value of land, mineral and technical resources for decarbonization by developing carbon capture and storage and other emissions reducing projects. California Resources serves customers in the State of California."
CRD_A,CRD/A UN,CRD_A_UN,Crawford & Company Class A,Financials,Insurance,Insurance,Insurance Brokers,"Crawford & Company operates as a claim management company. The Company provides claim  management and outsourcing solutions to brokers, carriers, and corporates. Crawford serves customers worldwide."
CRDO,CRDO UW,CRDO_UW,Credo Technology Group Holding Ltd,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,"Credo Technology Group Holding Ltd operates as a holding company. The Company, through its subsidiaries, provides connectivity solutions such as IP and chiplets, line cards, optical DSPs, and active electrical cables. Credo Technology Group Holding serves customers worldwide."
CRGE,CRGE UQ,CRGE_UQ,"Charge Enterprises, Inc.",Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers,"Charge Enterprises, Inc. provides solutions in communications and electric vehicle charging infrastructure installation. The Company offers unified communications as a service and platform service. Charge Enterprises addresses installation and maintenance of portable power banks, micro-mobility docking and electric vehicle charging stations."
CRGY,CRGY UN,CRGY_UN,Crescent Energy Company Class A,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"Crescent Energy Inc. operates as an energy investment company. The Company focuses on operated oil and gas assets and non-operated assets, mineral and royalty interests and midstream infrastructure. Crescent Energy serves customers in the United States."
CRK,CRK UN,CRK_UN,Comstock Resources Inc,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"Comstock Resources, Inc., an independent exploration and production company, acquires, develops, produces, and explores oil and natural gas properties. The Company's oil and natural gas reserves are located in the Gulf of Mexico, Texas, and Louisiana."
CRMT,CRMT UW,CRMT_UW,Americas Car-Mart Inc,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail,"America's Car-Mart, Inc, sells and finances the sale of used automobiles and trucks. The Company operates its dealerships primarily in small cities and rural locations throughout the South-Central United States and provides financing for substantially all of its customers. America's Car-Mart's customers are principally consumers with limited or damaged credit histories."
CRNC,CRNC UW,CRNC_UW,Cerence Inc.,Information Technology,Software & Services,Software,Application Software,Cerence Inc. operates as a software development company. The Company provides application for roadmap mobility. Cerence serves customers globally.
CRNX,CRNX UW,CRNX_UW,Crinetics Pharmaceuticals Inc.,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,Crinetics Pharmaceuticals Inc operates as a clinical stage pharmaceutical company. The Company develops therapeutics for the treatment of endocrine diseases and cancers. Crinetics Pharmaceuticals serves clients in the State of California.
CROX,CROX UW,CROX_UW,Crocs Inc,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear,"Crocs, Inc. designs, manufactures, and retails shoes. The Company offers clogs, sandals, slides, flip-flops, boots, sneakers, and casual footwear. Crocs serves customers worldwide."
CRS,CRS UN,CRS_UN,Carpenter Technology Corp,Materials,Materials,Metals & Mining,Steel,"Carpenter Technology Corporation manufactures, fabricates, and distributes stainless steels, titanium, and specialty metal alloys. Carpenter processes basic metal alloying elements into finished products such as billets, bars, rods, and various special shapes. The Company also manufactures engineered products such as ceramics and metal injected molded designs."
CRSR,CRSR UW,CRSR_UW,"Corsair Gaming, Inc.",Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &","Corsair Gaming, Inc. designs and sells gaming and streaming peripherals, components, and systems. The Company's gaming and streaming gear enables creators to produce studio-quality content. Corsair Gaming serves customers worldwide."
CRVL,CRVL UW,CRVL_UW,Corvel Corp,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"CorVel Corporation provides managed care services in the workers' compensation, accident and health, and auto insurance markets across the United States. The Company offers services to employers, government entities, insurance companies, and third party administrators. CorVel also provides a network of preferred providers, as well as case management and bill review."
CSGS,CSGS UW,CSGS_UW,Csg Systems International Inc,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S,"CSG Systems International, Inc. provides customer care and billing solutions for cable television providers, direct broadcast satellite providers, on-line services markets, and telephony providers. The Company offers a suite of processing and related services, as well as software and professional services which automate customer care and billing functions."
CSR,CSR UN,CSR_UN,Centerspace,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs,"Centerspace operates as a real estate company. The company focuses on the ownership, management, acquisition, redevelopment, and development of apartment communities. Centerspace serves customers in the United States."
CSTE,CSTE UW,CSTE_UW,Caesarstone Ltd,Industrials,Capital Goods,Building Products,Building Products,"CaesarStone Ltd manufactures engineered quartz surfaces. The Company produces quartz kitchen countertops, vanity tops, wall panels, back splashes, floor tiles, and other interior surfaces including floors and stairs. CaesarStone offers its products to the residential construction and remodeling markets."
CSTL,CSTL UQ,CSTL_UQ,"Castle Biosciences, Inc.",Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"Castle Biosciences, Inc. provides healthcare imaging services. The Company offers diagnostic and prognostic testing solutions for cancers, as well as research and development activities. Castle Biosciences serves customers in the United States."
CSTM,CSTM UN,CSTM_UN,Constellium NV Class A,Materials,Materials,Metals & Mining,Aluminum,"Constellium Se operates as an aluminum producer.  The Company offers aluminum products for automotive, aerospace, packaging, defense, transportation, and industrial sectors. Constellium markets its products worldwide."
CSTR,CSTR UW,CSTR_UW,Capstar Financial Holdings Inc,Financials,Banks,Banks,Regional Banks,"Capstar Financial Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, offers business and personal banking services and products, as well as provides wealth management, mortgage facilities, and online banking. Capstar Financial Holdings serves customers in the United States."
CSV,CSV UN,CSV_UN,Carriage Services Inc,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,"Carriage Services, Inc. operates as a funeral home. The Company provides a complete range of services relating to funerals, burials, and cremations, as well as sells related products and merchandise such as caskets, burial vaults, garments, and memorials. Carriage Services serves customers in the United States."
CSWI,CSWI UW,CSWI_UW,CSW Industrials Inc,Industrials,Capital Goods,Building Products,Building Products,"CSW Industrials, Inc. manufactures and distributes industrial chemical products. The Company offers coatings, sealants and adhesives, lubricants, paint products, and other chemicals. CSW Industrials serves customers worldwide."
CTBI,CTBI UW,CTBI_UW,Community Trust Bancorp Inc Trust,Financials,Banks,Banks,Regional Banks,"Community Trust Bancorp, Inc. is the holding company for one commercial bank, one thrift, and one trust company. The Company serves small and mid-sized communities in Kentucky and West Virginia. Community Trust provides a variety of commercial and personal banking products, including accepting deposits and originating loans."
CTIC,CTIC UR,CTIC_UR,CTI BioPharma Corp,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"CTI BioPharma Corp. operates as a bio-pharmaceutical company. The Company develops medicines and drugs for various cancers such as ovarian, brain, neck, and breast. CTI BioPharma serves patients in the State of Washington."
CTKB,CTKB UW,CTKB_UW,"Cytek BioSciences, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Cytek Biosciences, Inc. operates as a cell analysis solutions company. The Company offers solutions that enable scientists to obtain deep biological insights through high parametric datasets and satisfying long unmet needs in fields of research such as cancer biology, immunology, and genomics. Cytek Biosciences serves customers worldwide."
CTLP,CTLP UW,CTLP_UW,"Cantaloupe, Inc.",Financials,Financial Services,Financial Services,Transaction & Payment Processi,Cantaloupe Inc operates as a software and payments company. The Company provides end-to-end technology solutions for the unattended retail market. Cantaloupe serves customers worldwide.
CTO,CTO UN,CTO_UN,Consolidated Tomoka Land,Real Estate,Equity Real Estate Investment,Diversified REITs,Diversified REITs,"CTO Realty Growth, Inc. operates as a real estate investment trust. The Company invests in income producing properties to generate predictable cash flows and having a diversified portfolio of income properties. CTO Realty Growth serves customers in the United States."
CTOS,CTOS UN,CTOS_UN,"Custom Truck One Source, Inc.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,"Custom Truck One Source, Inc. operates as a auto retailing company. The Company provides truck and heavy equipment rental and sales services such as aerial devices, cranes, diggers, drills, and stringing gear. Custom Truck One Source serves customers in the United States, Canada, and Mexico."
CTRE,CTRE UN,CTRE_UN,"CareTrust REIT, Inc",Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs,"CareTrust REIT, Inc. acquires, owns, and leases real estate properties related to the Healthcare sector and senior housing living situations."
CTRN,CTRN UW,CTRN_UW,Citi Trends Inc,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,"Citi Trends, Inc. operates as an apparel store. The Company retails fashion apparels, shoes, beauty products, and accessories for ladies, mens, and kids, as well as provides home decor. Citi Trends serves customers in the United States."
CTS,CTS UN,CTS_UN,Cts Corp,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi,"CTS Corporation designs and manufactures electronic components and sensors to original equipment manufacturers in the automotive, communications, medical, defense and aerospace, industrial, and computer markets."
CTV,CTV UN,CTV_UN,Innovid Corp.,Communication Services,Media & Entertainment,Media,Advertising,"Innovid Corp. operates as a CTV advertising and measurement platform company. The Company offers data-driven personalization, real-time decisioning, scaled ad serving, and accredited measurement streamlined solutions that optimize the value of investments across screens and devices."
CUBI,CUBI UN,CUBI_UN,Customers Bancorp Inc,Financials,Banks,Banks,Regional Banks,"Customers Bancorp, Inc. provides banking services. The Company offers checking and saving accounts, personal and commercial loans, and retirement planning services. Customers Bancorp serves customers throughout the State of Pennsylvania."
CURO,CURO UN,CURO_UN,Curo Group Holdings Corp.,Financials,Financial Services,Consumer Finance,Consumer Finance,"Curo Group Holdings Corp. operates as a consumer finance company. The Company offers unsecured and secured installment, open-end, and single-pay loan services, as well as renders other customer service, robust operating systems, call center, and a track record services. Curo Group serves customers in the United States, United Kingdom, and Canada."
CURV,CURV UN,CURV_UN,Torrid Holdings Inc.,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,"Torrid Holdings Inc. operates as a holding company. The Company, through its subsidiaries, provides apparel products such as tops, shorts, skirts, jeans, jackets, sweaters, and lingerie, as well as handbags, watches, belts, gloves, and other related accessories for women. Torrid Holdings serves customers worldwide."
CUTR,CUTR UW,CUTR_UW,Cutera Inc,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Cutera, Inc. develops and manufactures aesthetic laser systems. The Company markets products for removal of unwanted hair and treatment of vascular lesions. Cutera markets the systems to dermatologists, plastic surgeons, and other practitioners worldwide."
CVBF,CVBF UW,CVBF_UW,CVB Financial Corporation,Financials,Banks,Banks,Regional Banks,"CVB Financial Corp. operates as a bank holding company. The Company, through its subsidiaries, offers financial products and services such as savings accounts, personal and business loans, debit and credit cards, letter of credit, certificate of deposits, mortgages, equipment financing, cash management, and online banking."
CVCO,CVCO UW,CVCO_UW,Cavco Industries Inc,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,"Cavco Industries, Inc. designs and manufactures systems-built structures. The Company offers manufactured and modular homes, commercial buildings, park model RV's, and vacation cabins. Cavco Industries also provides a wide range of insurance products for manufactured home owners, as well as a variety of homebuyer financing options."
CVGW,CVGW UW,CVGW_UW,Calavo Growers Inc,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,"Calavo Growers, Inc. procures and markets avocados and other perishable foods, and prepares and distributes processed avocado products. The Company delivers a wide array of fresh and processed food products to food distributors, produce wholesalers, supermarkets, and restaurants on a worldwide basis."
CVI,CVI UN,CVI_UN,CVR Energy Inc,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,"CVR Energy, Inc. is an independent refiner and marketer of transportation fuels. The Company, also through a limited partnership produces ammonia, urea ammonia nitrate, and fertilizers."
CVLG,CVLG UW,CVLG_UW,"Covenant Logistics Group, Inc. - Class A",Industrials,Transportation,Ground Transportation,Cargo Ground Transportation,"Covenant Logistics Group, Inc. operates as a truckload carrier. The Company offers temperature-controlled transportation service for shippers primarily in the frozen food and consumer products industries. Covenant Logistics Group serves customers in the United States."
CVLT,CVLT UW,CVLT_UW,Commvault Systems Inc,Information Technology,Software & Services,Software,Systems Software,"CommVault Systems, Inc. provides data management software applications and related services. The Company develops, markets, and sells a suite of data management software applications designed to protect and manage data throughout its lifecycle."
CVT,CVT UQ,CVT_UQ,Cvent Holding Corp.,Information Technology,Software & Services,Software,Application Software,"Cvent Holding Corp. operates as a software company. The Company develops event marketing and management platform to event organizers and marketers for online event registration, venue selection, event marketing and management, virtual and onsite solutions, and attendee engagement. Cvent Holding serves customers in the United States."
CWEN,CWEN UN,CWEN_UN,Clearway Energy Inc. Class C,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,"Clearway Energy, Inc. owns, operates, and acquires renewable and conventional generation and thermal infrastructure projects. The Company offers natural gas and dual fired, solar and wind generation and distribution services. Clearway Energy serves commercial businesses, universities, hospitals, and government companies in the United States."
CWEN_A,CWEN/A UN,CWEN_A_UN,Clearway Energy Inc. Class A,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,"Clearway Energy, Inc. owns, operates, and acquires renewable and conventional generation and thermal infrastructure projects. The Company offers natural gas and dual fired, solar and wind generation and distribution services. Clearway Energy serves commercial businesses, universities, hospitals, and government companies in the United States."
CWH,CWH UN,CWH_UN,Camping World Holdings Inc Class A,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail,"Camping World Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, retails recreational vehicles and accessories such as new and used travel trailers, motorhomes, satellite receivers, generators, and recreational vehicle appliances. Camping World Holdings serves clients in the United States."
CWK,CWK UN,CWK_UN,Cushman & Wakefield Plc,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services,"Cushman & Wakefield PLC operates as a real estate firm. The Firm offers property, facilities and project management, leasing, capital markets, valuation, and other services. Cushman & Wakefield serves clients worldwide."
CWST,CWST UW,CWST_UW,Casella Waste Systems Inc Class A,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,"Casella Waste Systems, Inc. provides integrated and non-hazardous solid waste services throughout the Eastern United States. The Company offers collection, transfer, disposal, and recycling services, generates steam, and manufactures finished products utilizing recyclable materials."
CWT,CWT UN,CWT_UN,California Water Service Group,Utilities,Utilities,Water Utilities,Water Utilities,"California Water Service Group is the parent company of several water utility companies. The Company provides regulated and non-regulated water utility services to customers in California, New Mexico, and Washington."
CXW,CXW UN,CXW_UN,"CoreCivic, Inc",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Security & Alarm Services,"CoreCivic, Inc. provides detention and corrections services to governmental agencies. The Company designs, constructs, owns, manages, and renovates jails, prisons, government agencies, and inmate transportation companies. CoreCivic operates throughout the United States."
CYH,CYH UN,CYH_UN,Community Health Systems Inc,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities,"Community Health Systems, Inc. owns, leases, and operates hospitals. The Hospital offers emergency room, general surgery, critical care, internal medicine, obstetrics, and diagnostic services. Community Health Systems also owns interests in physicians, physician practices, imaging centers, home health agencies, and ambulatory surgery centers."
CYRX,CYRX UR,CYRX_UR,Cryoport Inc,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Cryoport, Inc. provides cryogenic logistics solutions to the life sciences industry. The Company designs and manufactures temperature-sensitive and cryogenic packaging systems for the shipping of biological items. Cryoport also offers a proprietary logistics management platform that manages ordering, tracking, paperwork, customs documentation, and communications."
CYTK,CYTK UW,CYTK_UW,Cytokinetics Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Cytokinetics, Incorporated operates as a clinical-stage biopharmaceutical company. The Company focuses on the discovery and development of novel small molecule therapeutics that modulate muscle function for the treatment of diseases and medical conditions. Cytokinetics serves customers in the State of California."
CYXT,CYXT UW,CYXT_UW,"Cyxtera Technologies, Inc. - Class A",Information Technology,Software & Services,IT Services,Internet Services & Infrastruc,"Cyxtera Technologies, Inc. provides information technology solutions. The Company offers data center colocation and interconnection services. Cyxtera Technologies serves customers worldwide."
CZNC,CZNC UR,CZNC_UR,Citizens And Northern Corp,Financials,Banks,Banks,Regional Banks,"Citizens & Northern Corporation is a holding company for Citizens & Northern Bank and First State Bank. The Bank provides a full range of banking services, including deposit, insurance, and loan products for personal and commercial customers. Citizens & Northern operates in North Central Pennsylvania."
DAN,DAN UN,DAN_UN,Dana Incorporated Inc,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,"Dana Incorporated engineers, manufactures, and distributes components and systems for worldwide automotive, heavy truck, off-highway, engine, and industrial markets. The Company also provides leasing services in selected markets."
DAWN,DAWN UW,DAWN_UW,Day One Biopharmaceuticals Holding Co LLC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Day One Biopharmaceuticals, Inc. operates as a biotechnology company. The Company focuses on science research, technologies, therapeutic development, and makes medicines for the treatment and diagnosis of cancer. Day One Biopharmaceuticals serves patients, healthcare professionals, pharmaceutical, and biotechnology industries in the United States."
